,Job Title Cleaned,Company,Industry,Employees_Avg,Followers_Numbers,New Applicants,City,State,Country,Job_type_cleaned,Type of role cleaned
792,sap wm consultant,response informatics,information technology  services,3000,34782,35,bengaluru,karnataka, india,onsite,fulltime  midsenior level
793,senior associate,pwc india,management consulting,7500,1079282,23,hyderabad,telangana, india,onsite,fulltime  midsenior level
794,jamf engineer delhi mumbai banaglore,team computers,information technology  services,3000,45895,38,mumbai,maharashtra, india,onsite,fulltime  associate
795,security consultant auditcompliance,atos,information technology  services,10001,1727272,51,navi mumbai,maharashtra, india,onsite,fulltime
796,customer service new associatequery management,accenture in india,information technology  services,10001,1628887,25,gurgaon,haryana, india,onsite,fulltime  entry level
797,business development executive,satyam screws,consumer goods,30,411,104,amritsar,punjab, india,onsite,fulltime
798,senior developer,novo nordisk,pharmaceuticals,10001,1438448,20,bengaluru,karnataka, india,onsite,fulltime
799,microsoft dynamics consultant,synechron,financial services,10001,567119,104,goregaon,maharashtra, india,hybrid,fulltime  midsenior level
800,field service technician,evoqua water technologies,environmental services,3000,84683,18,lephripada,odisha, india,onsite,fulltime
801,sap hcm,tata consultancy services,information technology  services,10001,12345769,45,bengaluru,karnataka, india,hybrid,fulltime  midsenior level
802,business development specialist,unify healthcare services,hospital  health care,126,4908,78,sahibzada ajit singh nagar,punjab, india,onsite,fulltime
803,fulltime and visiting faculty computing science computer information systems,fraser valley india | university of the fraser valley,higher education,30,2634,38,chandigarh,, india,onsite,fulltime
804,initiativbewerbung,johnson controls,mechanical or industrial engineering,10001,1247346,8,kalsi,uttarakhand, india,onsite,fulltime
805,specialist quality control,lseg (london stock exchange group),financial services,10001,246034,4,bengaluru,karnataka, india,hybrid,fulltime  entry level
806,senior lead engineer it,guardian life,financial services,7500,90425,37,gurgaon,haryana, india,onsite,fulltime  midsenior level
807,customer service new associatequery management,accenture in india,information technology  services,10001,1628888,88,mumbai,maharashtra, india,onsite,fulltime  entry level
808,business journalist,1 finance,financial services,350,13558,20,,,mumbai metropolitan region,onsite,fulltime  midsenior level
809,staff engineer,beckman coulter diagnostics,medical device,10001,257828,18,bengaluru,karnataka, india,onsite,fulltime
810,sr software engineer,wabtec corporation,railroad manufacture,10001,131450,11,bengaluru,karnataka, india,onsite,fulltime  midsenior level
811,principal scala developer,avlino,computer software,30,12206,191,,,greater bengaluru area,hybrid,fulltime
812,customer service associatequery management,accenture in india,information technology  services,10001,1628890,104,bengaluru,karnataka, india,onsite,fulltime  entry level
813,qe automation manual,pwc,accounting,10001,5085301,133,bengaluru,karnataka, india,hybrid,fulltime
814,software engineer instructor,general assembly,higher education,750,193879,50,uttar pradesh,, india,hybrid,temporary
815,senior technical architect,builder.ai,computer software,750,152281,34,gurugram,haryana, india,hybrid,fulltime  midsenior level
816,business analyst banking,societe generale global solution centre,information technology  services,7500,256283,200,bengaluru,karnataka, india,hybrid,parttime  entry level
817,business analyst,live connections,human resources,750,104224,48,chennai,tamil nadu, india,onsite,fulltime
818,field service technician,evoqua water technologies,environmental services,3000,84683,52,lephripada,odisha, india,onsite,fulltime
819,customer service associatequery management,accenture in india,information technology  services,10001,1628890,26,mumbai,maharashtra, india,onsite,fulltime  entry level
820,process improvement assoc i client data manager kyc,jpmorgan chase & co.,financial services,10001,3791234,15,bengaluru,karnataka, india,onsite,fulltime
821,information technology governance manager,grampro business services pvt. ltd.,information technology  services,350,7550,115,kerala,, india,onsite,fulltime  midsenior level
822,customer service associatequery management,accenture in india,information technology  services,10001,1628890,104,bengaluru,karnataka, india,onsite,fulltime  entry level
823,software architectleadprincipal embeddedfirmware,ethernovia,automotive,30,4932,62,pune,maharashtra, india,hybrid,fulltime  midsenior level
824,customer service associatequery management,accenture in india,information technology  services,10001,1628890,82,bengaluru,karnataka, india,onsite,fulltime  entry level
825,customer service representative,buzzworks business services pvt. ltd.,staffing  recruiting,10001,20985,23,bengaluru,karnataka, india,onsite,fulltime
826,customer service associatequery management,accenture in india,information technology  services,10001,1628890,104,bengaluru,karnataka, india,onsite,fulltime  entry level
827,it delivery,infosys,information technology  services,10001,6987308,3,bengaluru east,karnataka, india,onsite,fulltime  midsenior level
828,embedded engineer,teamware solutions a division of quantum leap consulting pvt. ltd,information technology  services,3000,116741,47,gujarat,, india,hybrid,fulltime  midsenior level
829,s2,ss&c technologies,computer software,10001,216378,14,navi mumbai,maharashtra, india,onsite,fulltime
830,staff,bunge,food production,10001,1213980,66,andhra pradesh,, india,onsite,fulltime  associate
831,bng network developer,hcltech,information technology  services,10001,4676033,44,bengaluru,karnataka, india,hybrid,fulltime  midsenior level
832,assistant vice president sales,wardwizard innovations & mobility ltd,renewables  environment,3000,10956,175,patna,bihar, india,onsite,fulltime
833,sales coordinator mumbai sales office,hyatt hotels corporation,hospitality,10001,1154533,4,bambolim,goa, india,onsite,fulltime  entry level
834,field service engineer coimbatore,videojet technologies,printing,3000,56765,57,mumbai,maharashtra, india,onsite,fulltime
835,field service technician,evoqua water technologies,environmental services,3000,84683,15,lephripada,odisha, india,onsite,fulltime
836,senior software engineer core laboratory,medpace,pharmaceuticals,3000,156276,34,navi mumbai,maharashtra, india,onsite,fulltime  midsenior level
837,sr training and engagement specialist,bimbo bakeries usa,food production,10001,196546,36,jalalabad,punjab, india,onsite,fulltime  midsenior level
838,technical business analyst,isteer,information technology  services,350,4448,43,bengaluru,karnataka, india,onsite,fulltime  midsenior level
839,senior software engineer,iris software inc.,information technology  services,3000,295766,85,noida,uttar pradesh, india,hybrid,fulltime  midsenior level
840,sap sdcsps team lead,sulzer,machinery,10001,242517,34,navi mumbai,maharashtra, india,onsite,fulltime  midsenior level
841,solution specialist service now 6 to 12 years pan india,capgemini,information technology  services,10001,5643226,1,bengaluru,karnataka, india,onsite,fulltime  entry level
842,sr embedded engineer,softnautics,information technology  services,126,17241,60,pune,maharashtra, india,onsite,fulltime  midsenior level
843,senior software engineer,celigo,computer software,750,21623,28,hyderabad,telangana, india,hybrid,fulltime  midsenior level
844,senior customer service associate,intellero,information technology  services,30,420,176,nagpur,maharashtra, india,onsite,fulltime
845,senior enterprise security engineer,alphasense,computer software,3000,35551,18,pune,maharashtra, india,onsite,fulltime  midsenior level
846,job opening for oracle plm cloud product lifecycle management pan india,hcltech,information technology  services,10001,4676044,95,tamil nadu,, india,hybrid,fulltime  midsenior level
847,senior it analystnetworksystems administration,diebold nixdorf,information technology  services,10001,261953,84,hyderabad,telangana, india,hybrid,fulltime  midsenior level
848,customer service new associatequery management,accenture in india,information technology  services,10001,1628898,17,gurgaon,haryana, india,onsite,fulltime  entry level
849,principal technical consultant customer delivery,calypso technology,computer software,750,118179,45,mumbai,maharashtra, india,hybrid,fulltime  midsenior level
850,senior auditor avp,natwest group,banking,10001,549840,9,chennai,tamil nadu, india,onsite,fulltime
851,acr stat senior,ey,information technology  services,10001,7366639,4,trivandrum,kerala, india,onsite,fulltime  midsenior level
852,international business manager,hygienic research institute (hripl),cosmetics,3000,13552,131,mumbai,maharashtra, india,onsite,fulltime  midsenior level
853,altiris administrator,tata consultancy services,information technology  services,10001,12345862,45,trivandrum,kerala, india,hybrid,fulltime
854,field coordinators ut jammu kashmir,responsenet,nonprofit organization management,30,10075,200,srinagar,jammu & kashmir, india,onsite,fulltime
855,fulltime and visiting faculty computing science computer information systems,fraser valley india | university of the fraser valley,higher education,30,2634,38,chandigarh,, india,onsite,fulltime
856,service management associateautomation and analytics,accenture in india,information technology  services,10001,1628898,23,mumbai,maharashtra, india,onsite,fulltime  entry level
857,actuarialtechnical supportteam supervisor usna retirements 4 years,crescendo global,staffing  recruiting,126,209343,82,mumbai,maharashtra, india,onsite,fulltime  midsenior level
858,manager salescyber security products,airtel business,telecommunications,10001,104773,149,chennai,tamil nadu, india,hybrid,fulltime  midsenior level
859,business development specialist,byju's,elearning,10001,1799489,34,madhya pradesh,, india,remote,fulltime
860,order to cash operations associateorder to cash processing,accenture in india,information technology  services,10001,1628899,102,noida,uttar pradesh, india,onsite,fulltime  entry level
861,payroll analyst,red hat,computer software,10001,1199799,30,pune,maharashtra, india,onsite,fulltime
862,knowledge management analyst,qualys,computer  network security,3000,142262,11,pune,maharashtra, india,onsite,fulltime  midsenior level
863,dotnet developer,tata consultancy services,information technology  services,10001,12345879,150,noida,uttar pradesh, india,onsite,fulltime  associate
864,senior software engineer application development,club car,automotive,3000,16129,65,bangalore urban district,, india,onsite,fulltime  associate
865,visa consultant,netcare consulting ltd,information services,30,1094,32,faridabad,haryana, india,onsite,fulltime
866,sales engineer,thought machine,computer software,750,58557,18,,,mumbai metropolitan region,onsite,fulltime
867,senior staff software engineer,motorola solutions,telecommunications,10001,401847,79,bengaluru,karnataka, india,hybrid,fulltime  midsenior level
868,sr software development engineer,amd,semiconductors,10001,1068723,28,hyderabad,telangana, india,onsite,fulltime  midsenior level
869,doubt solving expert mathematics,kunduz,elearning,126,10106,21,,,india,remote,parttime
870,senior net developer,tvs next,information technology  services,350,33180,134,chennai,tamil nadu, india,onsite,fulltime  midsenior level
871,implementation lead,vihara innovation network,government administration,30,11667,95,shillong,meghalaya, india,hybrid,contract
872,junior associate,iron mountain,information technology  services,10001,482931,1,bengaluru east,karnataka, india,onsite,fulltime  entry level
873,master instructor networkingcybercloudserverfull stackdevopsdigital marketing,rooman technologies,education management,3000,12255,169,,,greater bengaluru area,hybrid,parttime
874,riskfinance risk liquidity risk analystbengaluru,goldman sachs,financial services,10001,3718149,13,bengaluru,karnataka, india,hybrid,fulltime  entry level
875,senior net developer,tvs next,information technology  services,350,33180,134,chennai,tamil nadu, india,onsite,fulltime  midsenior level
876,fachkraft für lagerlogistik mwd,zufall logistics group,transportationtruckingrailroad,3000,1602,29,nohradhar,himachal pradesh, india,onsite,fulltime  internship
877,network admin l3,ntt global data centers,information technology  services,750,40829,175,mumbai,maharashtra, india,hybrid,fulltime  midsenior level
878,customer service associatequery management,accenture in india,information technology  services,10001,1628899,72,mumbai,maharashtra, india,onsite,fulltime  entry level
879,business development intern,antino,information technology  services,350,24970,2,bengaluru,karnataka, india,onsite,fulltime
880,software engineer instructor,general assembly,higher education,750,193884,55,uttar pradesh,, india,hybrid,temporary
881,mitarbeiter umschlaglagermwd,zufall logistics group,transportationtruckingrailroad,3000,1602,22,nohradhar,himachal pradesh, india,onsite,fulltime  associate
882,team lead therapeutic strategy,novotech,biotechnology,3000,65960,104,bengaluru,karnataka, india,onsite,fulltime  midsenior level
883,abinitio oracle support,virtusa,information technology  services,10001,885746,18,hyderabad,telangana, india,hybrid,fulltime  midsenior level
884,data engineering work from home jobinternship at mactores,mactores,management consulting,126,8956,101,,,india,remote,fulltime  internship
885,cat modelling,genpact,information technology  services,10001,2638992,29,gurugram,haryana, india,onsite,fulltime  midsenior level
886,validation consultant,"prudentia group, llc",pharmaceuticals,126,3030,170,noida,uttar pradesh, india,hybrid,fulltime
887,skype for business expert,infosys,information technology  services,10001,6987157,138,bengaluru east,karnataka, india,onsite,fulltime  entry level
888,msbissrs,ltimindtree,information technology  services,10001,390575,185,hyderabad,telangana, india,hybrid,fulltime  midsenior level
889,scrum master software engineering,xerox,information technology  services,10001,923158,49,kochi,kerala, india,onsite,fulltime  associate
890,software engineer instructor,general assembly,higher education,750,193872,63,uttar pradesh,, india,hybrid,temporary
891,technical development manager poultry mf,phosphea,utilities,750,4254,28,chennai,tamil nadu, india,onsite,fulltime  associate
892,oracle retail dba,zensar technologies,information technology  services,7500,559191,25,,,pune/pimpri-chinchwad area,hybrid,fulltime  entry level
893,operations technician,ey,information technology  services,10001,7366481,14,trivandrum,kerala, india,onsite,fulltime  midsenior level
894,senior technical architect,yabx,financial services,126,10563,200,gurugram,haryana, india,onsite,fulltime
895,bpm workflow manager developer camunda,sustainability economics,computer software,30,9982,198,bengaluru,karnataka, india,onsite,fulltime
896,mts silicon design engineer,amd,semiconductors,10001,1068693,26,bengaluru,karnataka, india,onsite,fulltime  midsenior level
897,senior python developers in capital market,capco,financial services,3000,219619,18,goregaon,maharashtra, india,onsite,fulltime  midsenior level
898,pega rpa,virtusa,information technology  services,10001,885752,43,hyderabad,telangana, india,hybrid,fulltime  midsenior level
899,analytics developer tietoevry create,tietoevry,information technology  services,10001,271428,20,bengaluru,karnataka, india,onsite,fulltime
900,advanced technologies 4ic12,dana incorporated,automotive,10001,173162,46,mulshi,maharashtra, india,onsite,fulltime  entry level
901,human resources hr internship in mumbai at the belgian waffle co,the belgian waffle co,food  beverages,750,19132,106,mumbai,maharashtra, india,onsite,fulltime  internship
902,technical development manager poultry mf,phosphea,utilities,750,4254,28,chennai,tamil nadu, india,onsite,fulltime  associate
903,assistant manager,greenko group,renewables  environment,3000,31210,1,gadarwara,madhya pradesh, india,onsite,fulltime  midsenior level
904,software engineerdata platform,moveworks,computer software,750,17154,45,bengaluru,karnataka, india,hybrid,fulltime  midsenior level
905,job opening for kinaxis pan india,hcltech,information technology  services,10001,4675883,107,tamil nadu,, india,hybrid,fulltime  midsenior level
906,hiring for data entry operator,being employment,information technology  services,30,832,125,gurgaon,haryana, india,onsite,fulltime  executive
907,software engineer instructor,general assembly,higher education,750,193873,63,uttar pradesh,, india,hybrid,temporary
908,netsuite oneworld developer,crypto.com,financial services,3000,507877,29,bengaluru,karnataka, india,hybrid,fulltime  associate
909,risk and control analyst,master staffing solutions,information technology  services,30,240,-1,itanagar,arunachal pradesh, india,onsite,fulltime  midsenior level
910,sap co sr consultant lead consultant,software ag,computer software,3000,166265,34,bengaluru,karnataka, india,hybrid,fulltime  midsenior level
911,guidewire claim center developer,aspire systems,information technology  services,3000,95488,17,,,greater chennai area,hybrid,fulltime  midsenior level
912,specialist software lifecycle,ntt ltd.,information technology  services,10001,410774,59,bengaluru,karnataka, india,hybrid,fulltime  entry level
913,client operations anlayst,jpmorgan chase & co.,financial services,10001,3791154,18,bengaluru,karnataka, india,onsite,fulltime
914,international voice associate us process,speridian technologies,information technology  services,3000,51539,-1,kochi,kerala, india,onsite,fulltime  entry level
915,informatica mdm,lti - larsen & toubro infotech,information technology  services,10001,1973235,25,tamil nadu,, india,hybrid,fulltime  midsenior level
916,cloud software architect,"tarana wireless, inc.",telecommunications,350,49715,60,pune,maharashtra, india,hybrid,fulltime  midsenior level
917,itom servicenow developer,"enable, a fujitsu company",information technology  services,350,40680,79,bengaluru,karnataka, india,hybrid,fulltime  midsenior level
918,senior data specialist,infineon technologies,semiconductors,10001,425260,105,bengaluru,karnataka, india,hybrid,fulltime  midsenior level
919,specialist software engineer msbi power bi developer,societe generale global solution centre,information technology  services,7500,256278,200,bengaluru,karnataka, india,hybrid,fulltime  midsenior level
920,salesforce technical lead,tavant,information technology  services,3000,107762,32,bengaluru,karnataka, india,hybrid,fulltime  midsenior level
921,master instructor networkingcybercloudserverfull stackdevopsdigital marketing,rooman technologies,education management,3000,12254,169,,,greater bengaluru area,hybrid,parttime
922,integration servicesassistant manager,state street,financial services,10001,482314,-1,bengaluru,karnataka, india,onsite,fulltime
923,pega rpa,virtusa,information technology  services,10001,885762,35,hyderabad,telangana, india,hybrid,fulltime  midsenior level
924,equity dealer,apex services,staffing  recruiting,126,21987,-1,nagpur,maharashtra, india,onsite,fulltime  entry level
925,sap pp consultant,acl digital,information technology  services,3000,220626,100,bengaluru,karnataka, india,hybrid,fulltime  midsenior level
926,senior data operations engineer,servian,information technology  services,750,20285,167,bangalore urban,karnataka, india,hybrid,contract  midsenior level
927,spark programmer,kagool,information technology  services,750,34057,27,hyderabad,telangana, india,onsite,fulltime
928,senior lead engineer site reliability engineering,qburst,information technology  services,3000,48932,35,kerala,, india,hybrid,fulltime  midsenior level
929,part time work for computer operatorfreshers can apply,global services,information technology  services,6,1054,-1,bengaluru,karnataka, india,onsite,fulltime  entry level
930,bpm workflow manager developer camunda,sustainability economics,computer software,30,9982,198,bengaluru,karnataka, india,onsite,fulltime
931,master data management consultant,tietoevry,information technology  services,10001,271429,35,pune,maharashtra, india,onsite,fulltime
932,sr statistical programmer i,eclinical solutions,computer software,350,13658,46,bengaluru,karnataka, india,onsite,fulltime  midsenior level
933,manager,pwc india,management consulting,7500,1079234,67,bengaluru,karnataka, india,onsite,fulltime  midsenior level
934,technology lead,broadridge india,financial services,7500,8734,181,hyderabad,telangana, india,onsite,fulltime
935,guidewire claim center developer,aspire systems,information technology  services,3000,95489,17,,,greater chennai area,hybrid,fulltime  midsenior level
936,lead software engineer,biz2credit,financial services,350,35952,200,delhi,, india,onsite,fulltime  midsenior level
937,angular developer,virtusa,information technology  services,10001,885768,200,chennai,tamil nadu, india,hybrid,fulltime  midsenior level
938,master instructor networkingcybercloudserverfull stackdevopsdigital marketing,rooman technologies,education management,3000,12254,169,,,greater bengaluru area,hybrid,parttime
939,software performance analyst cyber security,blackberry,computer software,7500,306410,65,uttar pradesh,, india,onsite,fulltime
940,sports physiotherapist,"optra care - speciality center for physical therapy, rsi and rehabilitation.",hospital  health care,6,790,62,bengaluru,karnataka, india,onsite,fulltime
941,captiva consultant,atos,information technology  services,10001,1727233,6,vikramgad,maharashtra, india,onsite,fulltime
942,revenue recognition specialist,sas,computer software,10001,832997,105,pune,maharashtra, india,hybrid,fulltime  midsenior level
943,senior reports developer,akzonobel,chemicals,10001,668467,10,pune,maharashtra, india,onsite,fulltime
